OBJECTID,EVENT_UNIQUE_ID,REPORT_DATE,OCC_DATE,REPORT_YEAR,REPORT_MONTH,REPORT_DAY,REPORT_DOY,REPORT_DOW,REPORT_HOUR,OCC_YEAR,OCC_MONTH,OCC_DAY,OCC_DOY,OCC_DOW,OCC_HOUR,DIVISION,LOCATION_TYPE,PREMISES_TYPE,UCR_CODE,UCR_EXT,OFFENCE,MCI_CATEGORY,HOOD_158,NEIGHBOURHOOD_158,HOOD_140,NEIGHBOURHOOD_140,LONG_WGS84,LAT_WGS84,x,y
9827,GO-20221035976,6/1/2022 4:00:00 AM,5/30/2022 4:00:00 AM,2022,June,1,152,Wednesday ,18,2022,May,30,150,Monday    ,2,D22,"Apartment (Rooming House, Condo)",Apartment,2132,200,Theft From Motor Vehicle Over,Theft Over,013,Etobicoke West Mall (13),013,Etobicoke West Mall (13),-79.5694206778245,43.646533413619,-8857627.39259073,5410904.36293762
9828,GO-20221044333,6/2/2022 4:00:00 AM,6/1/2022 4:00:00 AM,2022,June,2,153,Thursday  ,21,2022,June,1,152,Wednesday ,11,D43,"Open Areas (Lakes, Parks, Rivers)",Outside,2130,210,Theft Over,Theft Over,156,Bendale-Glen Andrew (156),127,Bendale (127),-79.2576910208799,43.7809158620943,-8822925.80590833,5431600.76805938
9829,GO-20221039467,6/2/2022 4:00:00 AM,5/30/2022 4:00:00 AM,2022,June,2,153,Thursday  ,9,2022,May,30,150,Monday    ,23,D13,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,108,Briar Hill-Belgravia (108),108,Briar Hill-Belgravia (108),-79.4493252847796,43.6958937659173,-8844258.43459535,5418501.02008437
9830,GO-20221039346,6/2/2022 4:00:00 AM,6/2/2022 4:00:00 AM,2022,June,2,153,Thursday  ,8,2022,June,2,153,Thursday  ,1,D12,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,030,Brookhaven-Amesbury (30),030,Brookhaven-Amesbury (30),-79.4789327670285,43.6987079674376,-8847554.32441526,5418934.31960854
9831,GO-20221049420,6/3/2022 4:00:00 AM,6/3/2022 4:00:00 AM,2022,June,3,154,Friday    ,15,2022,June,3,154,Friday    ,15,D14,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,164,Wellington Place (164),077,Waterfront Communities-The Island (77),-79.3976305344321,43.6449446840483,-8838503.80123735,5410659.95794128
9832,GO-20221049637,6/3/2022 4:00:00 AM,6/3/2022 4:00:00 AM,2022,June,3,154,Friday    ,15,2022,June,3,154,Friday    ,4,D31,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.4825858453728,43.7290717480449,-8847960.98319805,5423610.69266123
9833,GO-20221048784,6/3/2022 4:00:00 AM,6/3/2022 4:00:00 AM,2022,June,3,154,Friday    ,17,2022,June,3,154,Friday    ,10,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,155,Downsview (155),026,Downsview-Roding-CFB (26),-79.4589183467043,43.7320949500153,-8845326.32937234,5424076.43043594
9834,GO-20221046914,6/3/2022 4:00:00 AM,6/2/2022 4:00:00 AM,2022,June,3,154,Friday    ,11,2022,June,2,153,Thursday  ,18,D22,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2130,210,Theft Over,Theft Over,009,Edenbridge-Humber Valley (9),009,Edenbridge-Humber Valley (9),-79.5141035925106,43.6749286240716,-8851469.52285636,5415273.67936498
9835,GO-20221055021,6/4/2022 4:00:00 AM,6/4/2022 4:00:00 AM,2022,June,4,155,Saturday  ,11,2022,June,4,155,Saturday  ,7,D14,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,163,Fort York-Liberty Village (163),082,Niagara (82),-79.4118872293696,43.6341270745669,-8840090.84926514,5408995.98437591
9836,GO-20221047955,6/4/2022 4:00:00 AM,6/3/2022 4:00:00 AM,2022,June,4,155,Saturday  ,9,2022,June,3,154,Friday    ,11,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,095,Annex (95),095,Annex (95),-79.3930407461138,43.6707559114553,-8837992.86837433,5414631.47309532
9837,GO-20229020432,6/4/2022 4:00:00 AM,6/4/2022 4:00:00 AM,2022,June,4,155,Saturday  ,20,2022,June,4,155,Saturday  ,15,D31,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.5090378203626,43.7562908845891,-8850905.60358552,5427804.76970584
9838,GO-20221056551,6/4/2022 4:00:00 AM,6/4/2022 4:00:00 AM,2022,June,4,155,Saturday  ,15,2022,June,4,155,Saturday  ,14,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,004,Rexdale-Kipling (4),004,Rexdale-Kipling (4),-79.5597516349048,43.713413355626,-8856551.03964751,5421198.82351803
9839,GO-20221055334,6/4/2022 4:00:00 AM,6/3/2022 4:00:00 AM,2022,June,4,155,Saturday  ,12,2022,June,3,154,Friday    ,11,D33,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,048,Hillcrest Village (48),048,Hillcrest Village (48),-79.3602085118684,43.8044303328155,-8834338.00080385,5435227.03887258
9840,GO-20221060047,6/5/2022 4:00:00 AM,6/5/2022 4:00:00 AM,2022,June,5,156,Sunday    ,1,2022,June,5,156,Sunday    ,1,D32,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,040,St.Andrew-Windfields (40),040,St.Andrew-Windfields (40),-79.394800908047,43.7524645878851,-8838188.80871189,5427215.07723181
9841,GO-20221063786,6/5/2022 4:00:00 AM,6/4/2022 4:00:00 AM,2022,June,5,156,Sunday    ,17,2022,June,4,155,Saturday  ,17,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,095,Annex (95),095,Annex (95),-79.3909869466495,43.6693872093231,-8837764.24051547,5414420.83113961
9842,GO-20221063749,6/5/2022 4:00:00 AM,5/31/2022 4:00:00 AM,2022,June,5,156,Sunday    ,16,2022,May,31,151,Tuesday   ,14,D55,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.3154129466962,43.711462276673,-8829351.38131825,5420898.34210258
9843,GO-20221062881,6/5/2022 4:00:00 AM,6/5/2022 4:00:00 AM,2022,June,5,156,Sunday    ,13,2022,June,5,156,Sunday    ,12,D32,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,211,Theft Over - Distraction,Theft Over,050,Newtonbrook East (50),050,Newtonbrook East (50),-79.3939959815842,43.794149515887,-8838099.20475945,5433641.41296522
9844,GO-20221061914,6/5/2022 4:00:00 AM,6/4/2022 4:00:00 AM,2022,June,5,156,Sunday    ,10,2022,June,4,155,Saturday  ,17,D42,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,144,Morningside Heights (144),131,Rouge (131),-79.2309373049316,43.8252800922535,-8819947.59586638,5438443.56673957
9845,GO-20221055597,6/5/2022 4:00:00 AM,6/3/2022 4:00:00 AM,2022,June,5,156,Sunday    ,8,2022,June,3,154,Friday    ,19,D42,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,148,East L'Amoreaux (148),117,L'Amoreaux (117),-79.3010361044176,43.8023141289496,-8827750.95847628,5434900.63123764
9846,GO-20221069151,6/6/2022 4:00:00 AM,6/6/2022 4:00:00 AM,2022,June,6,157,Monday    ,14,2022,June,6,157,Monday    ,11,D32,"Bank And Other Financial Institutions (Money Mart, Tsx)",Commercial,2130,210,Theft Over,Theft Over,151,Yonge-Doris (151),051,Willowdale East (51),-79.4111559981928,43.7623545876522,-8840009.44900257,5428739.3588236
9847,GO-20221067422,6/6/2022 4:00:00 AM,6/5/2022 4:00:00 AM,2022,June,6,157,Monday    ,6,2022,June,5,156,Sunday    ,12,D12,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.4885504971078,43.6787287128022,-8848624.96522145,5415858.57535563
9848,GO-20221077843,6/7/2022 4:00:00 AM,6/6/2022 4:00:00 AM,2022,June,7,158,Tuesday   ,15,2022,June,6,157,Monday    ,21,D11,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,088,High Park North (88),088,High Park North (88),-79.4558491158911,43.6594710194291,-8844984.66414029,5412894.88222984
9849,GO-20221077408,6/7/2022 4:00:00 AM,3/7/2022 5:00:00 AM,2022,June,7,158,Tuesday   ,14,2022,March,7,66,Monday    ,0,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.3590916079587,43.7128721675715,-8834213.66761931,5421115.47535576
9850,GO-20221075006,6/7/2022 4:00:00 AM,6/6/2022 4:00:00 AM,2022,June,7,158,Tuesday   ,7,2022,June,6,157,Monday    ,22,D12,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,111,Rockcliffe-Smythe (111),111,Rockcliffe-Smythe (111),-79.483723000962,43.6782518180192,-8848087.57082492,5415785.17136494
9851,GO-20221132776,6/7/2022 4:00:00 AM,6/6/2022 4:00:00 AM,2022,June,7,158,Tuesday   ,11,2022,June,6,157,Monday    ,15,D31,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,023,Pelmo Park-Humberlea (23),023,Pelmo Park-Humberlea (23),-79.5382183822886,43.7337424509727,-8854153.96888843,5424330.24522244
9852,GO-20221075152,6/7/2022 4:00:00 AM,5/21/2022 4:00:00 AM,2022,June,7,158,Tuesday   ,8,2022,May,21,141,Saturday  ,3,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.5666725562532,43.7117153100755,-8857321.47304905,5420937.3106102
9853,GO-20221079989,6/8/2022 4:00:00 AM,6/3/2022 4:00:00 AM,2022,June,8,159,Wednesday ,9,2022,June,3,154,Friday    ,9,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,063,The Beaches (63),063,The Beaches (63),-79.3014254454471,43.676434826898,-8827794.29971814,5415505.50426617
9854,GO-20221087313,6/8/2022 4:00:00 AM,6/8/2022 4:00:00 AM,2022,June,8,159,Wednesday ,20,2022,June,8,159,Wednesday ,12,D51,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,166,St Lawrence-East Bayfront-The Islands (166),077,Waterfront Communities-The Island (77),-79.3551386638434,43.6539540930577,-8833773.62790609,5412046.02140034
9855,GO-20221080194,6/8/2022 4:00:00 AM,6/7/2022 4:00:00 AM,2022,June,8,159,Wednesday ,10,2022,June,7,158,Tuesday   ,18,D42,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,211,Theft Over - Distraction,Theft Over,147,L'Amoreaux West (147),117,L'Amoreaux (117),-79.3271063841175,43.7984872965951,-8830653.08877072,5434310.40219708
9856,GO-20221090400,6/9/2022 4:00:00 AM,6/8/2022 4:00:00 AM,2022,June,9,160,Thursday  ,9,2022,June,8,159,Wednesday ,7,D43,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,142,Woburn North (142),137,Woburn (137),-79.2329648460509,43.7795367012386,-8820173.30069806,5431388.12581399
9857,GO-20221102837,6/10/2022 4:00:00 AM,6/2/2022 4:00:00 AM,2022,June,10,161,Friday    ,22,2022,June,2,153,Thursday  ,22,D53,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,039,Bedford Park-Nortown (39),039,Bedford Park-Nortown (39),-79.4266228984286,43.7146398658017,-8841731.21643472,5421387.72065215
9858,GO-20221103160,6/10/2022 4:00:00 AM,6/10/2022 4:00:00 AM,2022,June,10,161,Friday    ,23,2022,June,10,161,Friday    ,12,D41,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,121,Oakridge (121),121,Oakridge (121),-79.2872401633367,43.6932507230012,-8826215.20134915,5418094.09209185
9859,GO-20221099564,6/10/2022 4:00:00 AM,6/9/2022 4:00:00 AM,2022,June,10,161,Friday    ,15,2022,June,9,160,Thursday  ,22,D55,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2132,200,Theft From Motor Vehicle Over,Theft Over,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.3115808490245,43.7038245942679,-8828924.79412022,5419722.17331098
9860,GO-20221098655,6/10/2022 4:00:00 AM,6/9/2022 4:00:00 AM,2022,June,10,161,Friday    ,11,2022,June,9,160,Thursday  ,21,D42,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2132,200,Theft From Motor Vehicle Over,Theft Over,130,Milliken (130),130,Milliken (130),-79.2631764385727,43.8232086269934,-8823536.43984687,5438123.94804988
9861,GO-20221097500,6/10/2022 4:00:00 AM,6/10/2022 4:00:00 AM,2022,June,10,161,Friday    ,8,2022,June,10,161,Friday    ,6,D22,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.4981406231146,43.6193878059378,-8849692.53316441,5406729.25984369
9862,GO-20221099340,6/11/2022 4:00:00 AM,6/10/2022 4:00:00 AM,2022,June,11,162,Saturday  ,8,2022,June,10,161,Friday    ,3,D23,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.5928444349599,43.6808112874203,-8860234.91329243,5416179.13334656
9863,GO-20221105299,6/11/2022 4:00:00 AM,6/5/2022 4:00:00 AM,2022,June,11,162,Saturday  ,9,2022,June,5,156,Sunday    ,21,D33,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,049,Bayview Woods-Steeles (49),049,Bayview Woods-Steeles (49),-79.3833956819025,43.8061013919992,-8836919.18476119,5435484.7946023
9864,GO-20221112097,6/12/2022 4:00:00 AM,6/10/2022 4:00:00 AM,2022,June,12,163,Sunday    ,10,2022,June,10,161,Friday    ,20,D31,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,025,Glenfield-Jane Heights (25),025,Glenfield-Jane Heights (25),-79.4973886757135,43.7377102040556,-8849608.82680727,5424941.54779383
9865,GO-20221113220,6/12/2022 4:00:00 AM,6/11/2022 4:00:00 AM,2022,June,12,163,Sunday    ,13,2022,June,11,162,Saturday  ,15,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,036,Newtonbrook West (36),036,Newtonbrook West (36),-79.43500519756,43.7754416676583,-8842664.32980239,5430756.77301932
9866,GO-20221112554,6/12/2022 4:00:00 AM,5/29/2022 4:00:00 AM,2022,June,12,163,Sunday    ,11,2022,May,29,149,Sunday    ,15,D32,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,031,Yorkdale-Glen Park (31),031,Yorkdale-Glen Park (31),-79.4513062163045,43.7236570551509,-8844478.95082557,5422776.59376627
9867,GO-20221122110,6/13/2022 4:00:00 AM,6/13/2022 4:00:00 AM,2022,June,13,164,Monday    ,18,2022,June,13,164,Monday    ,18,D55,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,2130,210,Theft Over,Theft Over,054,O'Connor-Parkview (54),054,O'Connor-Parkview (54),-79.3106995514096,43.7083709854572,-8828826.68847563,5420422.279
9868,GO-20221120384,6/13/2022 4:00:00 AM,6/10/2022 4:00:00 AM,2022,June,13,164,Monday    ,13,2022,June,10,161,Friday    ,17,D53,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,100,Yonge-Eglinton (100),100,Yonge-Eglinton (100),-79.3974684501757,43.7025213174182,-8838485.758129,5419521.48948846
9869,GO-20221125484,6/14/2022 4:00:00 AM,6/13/2022 4:00:00 AM,2022,June,14,165,Tuesday   ,8,2022,June,13,164,Monday    ,12,D53,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,055,Thorncliffe Park (55),055,Thorncliffe Park (55),-79.3585044097727,43.7114446722035,-8834148.30103695,5420895.63083951
9870,GO-20221130845,6/14/2022 4:00:00 AM,6/14/2022 4:00:00 AM,2022,June,14,165,Tuesday   ,21,2022,June,14,165,Tuesday   ,21,D42,"Construction Site (Warehouse, Trailer, Shed)",Commercial,2130,210,Theft Over,Theft Over,144,Morningside Heights (144),131,Rouge (131),-79.2457481889947,43.8316578109215,-8821596.33593146,5439427.69269068
9871,GO-20229021861,6/14/2022 4:00:00 AM,6/9/2022 4:00:00 AM,2022,June,14,165,Tuesday   ,15,2022,June,9,160,Thursday  ,12,D55,"Private Property Structure (Pool, Shed, Detached Garage)",Other,2130,210,Theft Over,Theft Over,070,South Riverdale (70),070,South Riverdale (70),-79.3302762974523,43.6609528426583,-8831005.96187173,5413122.89610196
9872,GO-20221129295,6/14/2022 4:00:00 AM,6/14/2022 4:00:00 AM,2022,June,14,165,Tuesday   ,17,2022,June,14,165,Tuesday   ,10,D31,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,027,York University Heights (27),027,York University Heights (27),-79.4910509116097,43.7468511481722,-8848903.31014602,5426350.02617179
9873,GO-20221125577,6/14/2022 4:00:00 AM,6/10/2022 4:00:00 AM,2022,June,14,165,Tuesday   ,8,2022,June,10,161,Friday    ,22,D23,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2132,200,Theft From Motor Vehicle Over,Theft Over,001,West Humber-Clairville (1),001,West Humber-Clairville (1),-79.5666725562532,43.7117153100755,-8857321.47304905,5420937.3106102
9874,GO-20221126232,6/14/2022 4:00:00 AM,6/14/2022 4:00:00 AM,2022,June,14,165,Tuesday   ,11,2022,June,14,165,Tuesday   ,10,D53,"Commercial Dwelling Unit (Hotel, Motel, B & B, Short Term Rental)",Commercial,2133,200,Theft Over - Shoplifting,Theft Over,095,Annex (95),095,Annex (95),-79.3909869466495,43.6693872093231,-8837764.24051547,5414420.83113961
9875,GO-20221126131,6/14/2022 4:00:00 AM,4/16/2022 4:00:00 AM,2022,June,14,165,Tuesday   ,9,2022,April,16,106,Saturday  ,9,D51,"Apartment (Rooming House, Condo)",Apartment,2130,210,Theft Over,Theft Over,073,Moss Park (73),073,Moss Park (73),-79.3664499547947,43.6526247917284,-8835032.79506042,5411841.50039934
9876,GO-20221119984,6/14/2022 4:00:00 AM,6/12/2022 4:00:00 AM,2022,June,14,165,Tuesday   ,9,2022,June,12,163,Sunday    ,17,D14,"Single Home, House (Attach Garage, Cottage, Mobile)",House,2130,210,Theft Over,Theft Over,080,Palmerston-Little Italy (80),080,Palmerston-Little Italy (80),-79.4214798261721,43.6546497002038,-8841158.69227856,5412153.04654998
9877,GO-20221127068,6/14/2022 4:00:00 AM,3/1/2021 5:00:00 AM,2022,June,14,165,Tuesday   ,15,2021,March,1,60,Monday    ,15,D41,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.2915797781562,43.7270449614474,-8826698.28508119,5423298.47023155
9878,GO-20229021840,6/14/2022 4:00:00 AM,6/14/2022 4:00:00 AM,2022,June,14,165,Tuesday   ,13,2022,June,14,165,Tuesday   ,12,D22,"Apartment (Rooming House, Condo)",Apartment,2130,200,Theft From Mail / Bag / Key,Theft Over,160,Mimico-Queensway (160),017,Mimico (includes Humber Bay Shores) (17),-79.4902660306972,43.6096679232531,-8848815.93759277,5405234.76130107
9879,GO-20221127368,6/14/2022 4:00:00 AM,6/14/2022 4:00:00 AM,2022,June,14,165,Tuesday   ,13,2022,June,14,165,Tuesday   ,12,D31,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,200,Theft From Mail / Bag / Key,Theft Over,021,Humber Summit (21),021,Humber Summit (21),-79.5426989029354,43.7533314894836,-8854652.73820464,5427348.67699037
9880,GO-20221127027,6/14/2022 4:00:00 AM,5/28/2022 4:00:00 AM,2022,June,14,165,Tuesday   ,12,2022,May,28,148,Saturday  ,9,D52,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,210,Theft Over,Theft Over,169,Bay-Cloverhill (169),076,Bay Street Corridor (76),-79.3862546471938,43.666509305613,-8837237.44328919,5413977.94023145
9881,GO-20221133299,6/15/2022 4:00:00 AM,6/9/2022 4:00:00 AM,2022,June,15,166,Wednesday ,9,2022,June,9,160,Thursday  ,12,D41,"Parking Lots (Apt., Commercial Or Non-Commercial)",Outside,2130,210,Theft Over,Theft Over,119,Wexford/Maryvale (119),119,Wexford/Maryvale (119),-79.3014195729292,43.763863922148,-8827793.6460501,5428972.00485017
9882,GO-20221134562,6/15/2022 4:00:00 AM,6/6/2022 4:00:00 AM,2022,June,15,166,Wednesday ,12,2022,June,6,157,Monday    ,16,D52,Universities / Colleges,Educational,2130,210,Theft Over,Theft Over,079,University (79),079,University (79),-79.40199183803,43.6630883053485,-8838989.29937782,5413451.49762813
9883,GO-20221132802,6/15/2022 4:00:00 AM,6/14/2022 4:00:00 AM,2022,June,15,166,Wednesday ,9,2022,June,14,165,Tuesday   ,20,D11,"Other Commercial / Corporate Places (For Profit, Warehouse, Corp. Bldg",Commercial,2130,210,Theft Over,Theft Over,083,Dufferin Grove (83),083,Dufferin Grove (83),-79.4430619189781,43.6506884015972,-8843561.19988158,5411543.58318291
9884,GO-20221135674,6/15/2022 4:00:00 AM,6/15/2022 4:00:00 AM,2022,June,15,166,Wednesday ,16,2022,June,15,166,Wednesday ,14,D14,"Hospital / Institutions / Medical Facilities (Clinic, Dentist, Morgue)",Other,2130,210,Theft Over,Theft Over,095,Annex (95),095,Annex (95),-79.4112069346832,43.6651370094618,-8840015.11928347,5413766.75995619
9885,GO-20221136489,6/15/2022 4:00:00 AM,5/31/2022 4:00:00 AM,2022,June,15,166,Wednesday ,17,2022,May,31,151,Tuesday   ,14,D42,"Streets, Roads, Highways (Bicycle Path, Private Road)",Outside,2130,211,Theft Over - Distraction,Theft Over,118,Tam O'Shanter-Sullivan (118),118,Tam O'Shanter-Sullivan (118),-79.3099870754873,43.7808162314557,-8828747.37601011,5431585.40655609
